fid,OBJECTID,ParcelID,TaxYear,Address,AddrNumber,AddrPreDir,AddrStreet,AddrSuffix,AddrPosDir,AddrUntTyp,AddrUnit,Owner,OwnerAddr1,OwnerAddr2,TaxDist,TotAssess,LandAssess,ImprAssess,TotAppr,LandAppr,ImprAppr,LUCode,ClassCode,ExCode,LivUnits,LandAcres,NbrHood,Subdiv,SubdivNum,SubdivLot,SubdivBlck,FeatureID,Shape__Are,Shape__Len,__owner_un,__addr_uni,__owner_co,__addr_cou,__Owner,__OwnerAdd,__OwnerA_1
1755,191929,17 024900050141,2020,1081 WEDGEWOOD DR NW,1081,,WEDGEWOOD,DR,NW,,,SOUTHERN CROSS FINANCIAL LLC,1110 NORTHCHASE PKWY NW #150,ATLANTA GA 30318,5,8160,3760,4400,20400,9400,11000,101,R3,,1,0.1607,1739,,,,,17 024900050141,6773.922852,370.5482415,,,338,30,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY NW #150,ATLANTA GA 30318
1756,191930,17 024900100045,2020,0 RIDGE AVE NW # REAR,0,,RIDGE,AVE,NW,#,REAR,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318,05V,2000,2000,0,5000,5000,0,100,R3,,0,0.4591,1739,,,,,17 024900100045,17789.03906,574.413445,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318
1757,191975,17 024900120225,2020,921 CAPITOL VIEW AVE NW,921,,CAPITOL VIEW,AVE,NW,,,CERBERUS SFR HOLDINGS II L P,PO BOX 2249,CUMMING GA 30028,5,37000,5240,31760,92500,13100,79400,101,R3,,1,0.1435,1739,,,,,17 024900120225,5476.493164,330.2214768,,,344,41,CERBERUS SFR HOLDINGS,PO BOX 2249,CUMMING GA 30028
1758,191989,17 024900130059,2020,0 HIGHTOWER RD NW,0,,HIGHTOWER,RD,NW,,,CAREY PARK EQUITY  FUND I LLC,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,5,3400,3400,0,8500,8500,0,100,R3,,0,0.1003,1739,,,,,17 024900130059,4263.634277,301.4759486,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1759,192005,17 024900150016,2020,0 HIGHTOWER RD NW,0,,HIGHTOWER,RD,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318,05V,3760,3760,0,9400,9400,0,100,R3,,0,0.1607,1739,,,,,17 024900150016,5916.082031,368.4709716,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318
1760,192024,17 025000030180,2020,0 HIGHTOWER RD NW,0,,HIGHTOWER,RD,NW,,,NORTHWEST ATLANTA LAND FUND LP,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,05V,13200,13200,0,33000,33000,0,100,R3,,0,1.9,1739,,,,,17 025000030180,110008.3582,1435.025191,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1761,192238,17 022600050601,2020,996 CATO ST # 11,996,,CATO,ST,,#,11,NORTHWEST ATLANTA LAND FUND LP,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,05V,18160,15960,2200,45400,39900,5500,101,R3,,1,0.11,14091,,,11,,17 022600050601,5474.022217,315.2676237,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1762,192241,17 022600050627,2020,2082 HOLLYWOOD DR 13,2082,,HOLLYWOOD,DR,,,13,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318,05V,4480,3840,640,11200,9600,1600,101,R3,,1,0.14,14091,,,13,,17 022600050627,6637.72998,363.2967527,,,402,96,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318
1763,192277,17 022600050577,2020,985 GUN CLUB DR # 8,985,,GUN CLUB,DR,,#,8,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318,05V,2800,2800,0,7000,7000,0,100,R3,,0,0.14,14091,,,8,,17 022600050577,5212.181641,316.6497548,,,402,96,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318
1764,192328,17 022600090045,2020,929 NORTH EUGENIA PL NW,929,,NORTH EUGENIA,PL,NW,,,CROSSSTONE MANAGMENT LLC,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,5,10840,3600,7240,27100,9000,18100,101,R3,,1,0.2158,1409,,,,,17 022600090045,7991.485107,458.5012304,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1765,192347,17 022600070427,2020,975 SIMS AVE NW,975,,SIMS,AVE,NW,,,CROSSSTONE MANAGEMENT LLC,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,05V,4640,4640,0,11600,11600,0,100,R3,,0,0.2158,14091,,,,,17 022600070427,9947.471191,559.576993,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1766,192349,17 022600090219,2020,0 COLQUITT PL NW,0,,COLQUITT,PL,NW,,,QUARRY PROPERTIES LLC,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,05V,560,560,0,1400,1400,0,100,R3,,0,0.2181,14091,,,,,17 022600090219,11004.20898,566.0931299,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1767,192355,17 022600100273,2020,0 NEWMAN PL NW,0,,NEWMAN,PL,NW,,,SOUTHERN CROSS FINANCIAL LLC,1110 NORTHCHASE PKWY NW #150,MARIETTA GA 30067,05V,3480,3480,0,8700,8700,0,100,R3,,0,0.1722,14091,,,,,17 022600100273,10253.69702,457.9558225,,,338,30,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY NW #150,MARIETTA GA 30067
1768,192372,17 022600100380,2020,0 CHARLES PL NW,0,,CHARLES,PL,NW,,,NORTHWEST INTOWN DEV L L C,1110 NORTHCHASE PKWY SE STE 150,MARIETTA GA 30067-6410,05V,4920,4920,0,12300,12300,0,100,R3,,0,0.2583,14091,,,,,17 022600100380,13237.30298,482.883737,,,338,26,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SE STE 150,MARIETTA GA 30067-6410
1769,192394,17 022600090102,2020,0 NORTH EUGENIA PL NW,0,,NORTH EUGENIA,PL,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318,05V,2360,2360,0,5900,5900,0,100,R3,,0,0.2261,14091,,,,,17 022600090102,7710.375977,473.3284206,,,402,96,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318
1770,192440,17 022600110652,2020,0 MARGARET PL NW # REAR,0,,MARGARET,PL,NW,#,REAR,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318,05V,2880,2880,0,7200,7200,0,100,R3,,0,0.1997,14091,,,,,17 022600110652,6738.77124,436.4867306,,,402,96,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318
1771,192463,17 024800030102,2020,2350 SAINT JAMES DR NW,2350,,SAINT JAMES,DR,NW,,,CAREY PARK EQUITY FUND I LLC,1314 DONALD LEE HOLLOWELL PKWY W,ATLANTA GA 30318,05V,11680,6000,5680,29200,15000,14200,101,R3,,1,0.5778,1739,,,,,17 024800030102,25804.78809,672.9150491,,Unique,402,1,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY W,ATLANTA GA 30318
1772,192465,17 022600140212,2020,995 EUGENIA PL NW,995,,EUGENIA,PL,NW,,,SOUTHERN CROSS FINANCIAL LLC,1110 NORTHCHASE PKWY NW #150,MARIETTA GA 30067,05V,18480,18480,0,46200,46200,0,100,R3,,0,0.223,14091,,,,,17 022600140212,10608.20166,450.465767,,,338,30,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY NW #150,MARIETTA GA 30067
1773,192566,17 025800010069,2020,1456 NORTHWEST DR NW,1456,,NORTHWEST,DR,NW,,,RESI TL1 BORROWER LLC,1110 STRAND ST SUITE 2A,CHRISTIANSTED VI 00820,5,52160,8600,43560,130400,21500,108900,101,R3,,1,0.5739,1740,,,,,17 025800010069,23931.87866,697.7614143,,,684,98,FRONT YARD RESIDENTIAL / ALTISOURCE ASSET MGMT,1110 STRAND ST SUITE 2A,CHRISTIANSTED VI 00820
1774,192628,17 0249  LL0220,2020,0 ETHERIDGE DR NW,0,,ETHERIDGE,DR,NW,,,CAREY PARK EQUITY FUND I LLC,1314 DONALD LEE HOLLOWELL PKWY,ATLANTA GA 30318,05S,8320,8320,0,20800,20800,0,100,R3,,0,1,1739,,,,,17 0249  LL0220,18286.7915,2869.888063,,,402,38,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY,ATLANTA GA 30318
1775,192783,17 0229  LL4085,2020,0 GILSTRAP LN REAR,0,,GILSTRAP,LN,,,REAR,DUPONT COMMONS HOMEOWNERS ASSOCIATION INC,1110 NORTHCHASE PKWY SE STE 150,MARIETTA GA 30067-6410,05V,40,40,0,100,100,0,100,R3,,0,0.227,17361,,,176,,17 0229  LL4085,9516.913818,457.5019335,,,338,26,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY SE STE 150,MARIETTA GA 30067-6410
1776,192817,17 024800100087,2020,1028 NORTH GRAND AVE NW,1028,,NORTH GRAND,AVE,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318,05V,4360,4360,0,10900,10900,0,100,R3,,0,0.3084,1739,,,,,17 024800100087,14019.74023,585.1351803,,,402,96,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318
1777,192820,17 024800020558,2020,1140 LOTUS AVE NW,1140,,LOTUS,AVE,NW,,,CAREY PARK EQUITY FUND I LLC,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,05V,7960,2920,5040,19900,7300,12600,101,R3,,1,0.2283,1739,,,,,17 024800020558,9439.145752,433.1723221,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1778,192917,17 024900130554,2020,0 HIGHTOWER RD NW,0,,HIGHTOWER,RD,NW,,,CAREY PARK EQUITY FUND I LLC,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,5,3800,3800,0,9500,9500,0,100,R3,,,0.172,1739,,,,,17 024900130554,7298.627197,375.1962919,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1779,192926,17 024900130398,2020,2594 WATKINS ST NW,2594,,WATKINS,ST,NW,,,CAREY PARK EQUITY FUND I LLC,1314 DONALD LEE HOLLOWELL PKWY,ATLANTA GA 30318,05V,7360,3520,3840,18400,8800,9600,101,R3,,1,0.1917,17381,,,,,17 024900130398,8043.108887,457.7754613,,,402,38,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY,ATLANTA GA 30318
1780,192929,17 024900160411,2020,0 BROWN ST NW,0,,BROWN,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318,5,2080,2080,0,5200,5200,0,100,R3,,0,0.2429,1739,,,,,17 024900160411,9586.589355,392.5569692,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318
1781,192934,17 024900010566,2020,0 SEVENTH ST NW,0,,SEVENTH,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318,5,2960,2960,0,7400,7400,0,100,R3,,0,0.1607,1739,,,,,17 024900010566,7085.368652,383.4168308,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318
1782,192937,17 024900130307,2020,2590 WATKINS ST NW,2590,,WATKINS,ST,NW,,,CAREY PARK EQUITY FUND I LLC,1314 DONALD LEE HOLLOWELL PKWY,ATLANTA GA 30318,05V,30520,3600,26920,76300,9000,67300,101,R3,,1,0.2101,17381,,,,,17 024900130307,8145.151855,458.8782654,,,402,38,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY,ATLANTA GA 30318
1783,192953,17 024900160528,2020,0 SAINT PETERS AVE NW,0,,SAINT PETERS,AVE,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318,5,4200,4200,0,10500,10500,0,100,R3,,0,0.427,1739,,,,,17 024900160528,19423.79883,588.4793312,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318
1784,192968,17 025000010109,2020,0 NORTH HIGHTOWER RD,0,,NORTH HIGHTOWER,RD,,,,PARKRIDGE INVESTMENTS LLC,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,5,4360,4360,0,10900,10900,0,100,R3,,0,0.1779,1739,,,,,17 025000010109,7912.742432,416.7891611,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1785,192979,17 025000010141,2020,0 NORTH HIGHTOWER RD,0,,NORTH HIGHTOWER,RD,,,,NORTHWEST ATLANTA LAND FUND LP,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,5,4440,4440,0,11100,11100,0,100,R3,,0,0.1894,1739,,,,,17 025000010141,8425.862549,437.7864465,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1786,193008,17 024900150198,2020,0 ELLIOTT ST NW,0,,ELLIOTT,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH IND BLVD NW #A1500,ATLANTA GA 30318,5,1880,1880,0,4700,4700,0,100,R3,,0,0.1607,1739,,,,,17 024900150198,7374.408203,396.4126085,,,402,5,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH IND BLVD NW #A1500,ATLANTA GA 30318
1787,193012,17 0250  LL0382,2020,0 HOLLYWOOD RD NW,0,,HOLLYWOOD,RD,NW,,,NORTHWEST ATLANTA LAND FUND LP,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,05V,2680,2680,0,6700,6700,0,100,R3,,0,0.4591,1739,,,,,17 0250  LL0382,20086.85229,595.0303127,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1788,193019,17 024900060538,2020,0 HIGHTOWER RD NW,0,,HIGHTOWER,RD,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318,5,1720,1720,0,4300,4300,0,100,R3,,0,0.0968,1739,,,,,17 024900060538,3968.381592,320.184089,,,402,96,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318
1789,193020,17 024900050307,2020,0 EIGHTH ST NW,0,,EIGHTH,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318,5,3760,3760,0,9400,9400,0,100,R3,,0,0.1607,1739,,,,,17 024900050307,6376.735596,364.2149853,,,402,96,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318
1790,193036,17 024900070040,2020,1111 FIFTH ST NW,1111,,FIFTH,ST,NW,,,CAREY PARK EQUITY FUND I LLC,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,05V,13760,4600,9160,34400,11500,22900,101,R3,,1,0.3214,1739,,,,,17 024900070040,13765.67773,475.4768214,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1791,193040,17 024900060413,2020,0 FIFTH ST NW,0,,FIFTH,ST,NW,,,CROSSSTONE MANAGEMENT LLC,736 JEFFERSON ST,ATLANTA GA 30318,05V,3760,3760,0,9400,9400,0,100,R3,,0,0.1607,1739,,,,,17 024900060413,5897.300537,363.9518759,,,402,3,GREG TODEY AND ASSOCIATED COMPANIES,736 JEFFERSON ST,ATLANTA GA 30318
1792,193042,17 024900010293,2020,0 EIGHTH ST NW,0,,EIGHTH,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318,5,2960,2960,0,7400,7400,0,100,R3,,0,0.1607,1739,,,,,17 024900010293,4693.914551,343.0804398,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318
1793,193043,17 024900050273,2020,0 EIGHTH ST NW,0,,EIGHTH,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318,5,3760,3760,0,9400,9400,0,100,R3,,0,0.1607,1739,,,,,17 024900050273,6768.218262,369.8068157,,,402,96,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318
1794,193049,17 024800160198,2020,0 HERRINGTON AVE NW,0,,HERRINGTON,AVE,NW,,,SPRING GROVE PARTNERS LLC,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,05V,1680,1680,0,4200,4200,0,100,R3,,0,0.25,1739,,,,,17 024800160198,10441.22925,460.9605784,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1795,193054,17 024900010285,2020,0 EIGHTH ST NW,0,,EIGHTH,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318,5,2960,2960,0,7400,7400,0,100,R3,,0,0.1607,1739,,,,,17 024900010285,6750.789063,372.3354905,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318
1796,193056,17 024900010384,2020,0 EIGHTH ST NW,0,,EIGHTH,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318,5,2960,2960,0,7400,7400,0,100,R3,,0,0.1607,1739,,,,,17 024900010384,7019.217041,380.8086461,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318
1797,193059,17 0249  LL0162,2020,0 HIGHTOWER RD NW # REAR,0,,HIGHTOWER,RD,NW,#,REAR,NORTHWEST ATLANTA LAND LP,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318,05S,5360,5360,0,13400,13400,0,100,R3,,0,0.4591,1739,,,,,17 0249  LL0162,19269.65601,608.5679297,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318
1798,193062,17 024900050422,2020,0 EIGHTH ST NW,0,,EIGHTH,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318,5,2240,2240,0,5600,5600,0,100,R3,,0,0.1607,1739,,,,,17 024900050422,7283.394531,397.052718,,,402,96,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318
1799,193067,17 024900010525,2020,0 SEVENTH ST NW,0,,SEVENTH,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318,5,2960,2960,0,7400,7400,0,100,R3,,0,0.1607,1739,,,,,17 024900010525,7244.781494,389.7939105,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318
1800,193070,17 024900060462,2020,0 SAINT JOSEPH AVE NW,0,,SAINT JOSEPH,AVE,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318,05V,4120,4120,0,10300,10300,0,100,R3,,0,0.2296,1739,,,,,17 024900060462,8113.164307,465.323898,,,402,96,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318
1801,193075,17 024900050372,2020,0 EIGHTH ST NW,0,,EIGHTH,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318,5,3760,3760,0,9400,9400,0,100,R3,,0,0.1607,1739,,,,,17 024900050372,7475.524658,401.5557641,,,402,96,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD UNIT A1500,ATLANTA GA 30318
1802,193079,17 024900010277,2020,0 EIGHTH ST NW,0,,EIGHTH,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318,5,2960,2960,0,7400,7400,0,100,R3,,0,0.1607,1739,,,,,17 024900010277,6739.217529,371.347222,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318
1803,193082,17 024900050398,2020,0 EIGHTH ST NW,0,,EIGHTH,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,5,3760,3760,0,9400,9400,0,100,R3,,0,0.1607,1739,,,,,17 024900050398,7052.462646,395.2098937,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1804,193089,17 024900050455,2020,1100 NORTHWEST DR NW,1100,,NORTHWEST,DR,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318,5,5520,1720,3800,13800,4300,9500,101,R3,,1,0.1102,1739,,,,,17 024900050455,5994.254395,376.6379998,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318
1805,193092,17 025000040254,2020,0 SECOND ST NW,0,,SECOND,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,05V,3760,3760,0,9400,9400,0,100,R3,,0,0.1607,1739,,,,,17 025000040254,6072.592773,359.1694087,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1806,193097,17 024900010475,2020,0 EIGHTH ST NW,0,,EIGHTH,ST,NW,,,PARKRIDGE INVESTMENTS LLC,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318,5,2960,2960,0,7400,7400,0,100,R3,,0,0.1607,1739,,,,,17 024900010475,7066.143311,382.6320526,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318
1807,193102,17 024900050737,2020,0 NORTHWEST DR NW,0,,NORTHWEST,DR,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318,5,320,320,0,800,800,0,100,R3,,0,0.0207,1739,,,,,17 024900050737,769.1928711,134.8732183,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318
1808,193103,17 024900050752,2020,1077 WEDGEWOOD DR NW,1077,,WEDGEWOOD,DR,NW,,,STONO CHARLESTON LLC,1110 NORTHCHASE PKWY NW #150,MARIETTA GA 30067,5,24600,6240,18360,61500,15600,45900,101,R3,,1,0.241,1739,,,,,17 024900050752,9134.058105,405.3903919,,,338,30,BROCK BUILT HOMES LLC,1110 NORTHCHASE PKWY NW #150,MARIETTA GA 30067
1809,193104,17 025000010216,2020,0 NORTH HIGHTOWER RD,0,,NORTH HIGHTOWER,RD,,,,NORTHWEST ATLANTA LAND FUND LP,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318,5,4360,4360,0,10900,10900,0,100,R3,,0,0.1779,1739,,,,,17 025000010216,7572.308594,404.7383143,,,402,138,GREG TODEY AND ASSOCIATED COMPANIES,1314 DONALD LEE HOLLOWELL PKWY NW,ATLANTA GA 30318
1810,193106,17 024900070321,2020,0 THIRD ST NW,0,,THIRD,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318,05V,3760,3760,0,9400,9400,0,100,R3,,0,0.1607,1739,,,,,17 024900070321,6930.171875,377.2132931,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318
1811,193111,17 024900010517,2020,0 SEVENTH ST NW,0,,SEVENTH,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318,5,2960,2960,0,7400,7400,0,100,R3,,0,0.1607,1739,,,,,17 024900010517,7243.73999,390.8298768,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH IND BLVD #A1500,ATLANTA GA 30318
1812,193123,17 024900080122,2020,0 THIRD ST NW,0,,THIRD,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318,05V,3440,3440,0,8600,8600,0,100,R3,,0,0.3214,1739,,,,,17 024900080122,13541.37476,470.8317944,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318
1813,193132,17 024900080148,2020,0 SECOND ST NW,0,,SECOND,ST,NW,,,NORTHWEST ATLANTA LAND FUND LP,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318,05V,2360,2360,0,5900,5900,0,100,R3,,0,0.1607,1739,,,,,17 024900080148,6996.71875,379.8652746,,,402,45,GREG TODEY AND ASSOCIATED COMPANIES,1320 ELLSWORTH INDUSTRIAL BLVD NW A1500,ATLANTA GA 30318
