formatted_address,index,lat,long,accuracy
"Danba, Garze, Sichuan, China",833,30.878577,101.890358,political
"Jiulong, Garze, Sichuan, China",834,29.000347,101.507294,political
"Yajiang, Garze, Sichuan, China",835,30.031533,101.014425,political
"Dawu, Garze, Sichuan, China",836,30.979545,101.125237,political
"Luhuo, Garze, Sichuan, China",837,31.39179,100.676372,political
"Garze, Sichuan, China",838,30.04952,101.96231,locality
"Xinlong, Garze, Sichuan, China",839,30.939169,100.311368,political
"Dege, Garze, Sichuan, China",840,31.806118,98.580914,political
"Baiyu, Garze, Sichuan, China",841,31.209913,98.824182,political
"Shiqu, Garze, Sichuan, China",842,32.97896,98.102914,political
"Sertar, Garze, Sichuan, China",843,32.268129,100.332743,political
"Litang, Garze, Sichuan, China",844,29.996049,100.269817,political
"Batang, Garze, Sichuan, China",845,30.004677,99.110712,political
"Xiangcheng, Garze, Sichuan, China",846,28.931172,99.798435,political
"Daocheng, Garze, Sichuan, China",847,29.037007,100.298403,political
"Derong, Garze, Sichuan, China",848,28.713036,99.286335,political
"Xichang, Liangshan, Sichuan, China",849,27.894504,102.264449,political
"Muli, Liangshan, Sichuan, China",850,27.928835,101.280205,political
"Yanyuan, Liangshan, Sichuan, China",851,27.422645,101.509188,political
"Dechang, Liangshan, Sichuan, China",852,27.402839,102.17567,political
"Huili, Liangshan, Sichuan, China",853,26.655026,102.244683,political
"Huidong, Liangshan, Sichuan, China",854,26.634669,102.57796,political
"Ningnan, Liangshan, Sichuan, China",855,27.066308,102.759686,political
"Puge, Liangshan, Sichuan, China",856,27.376413,102.540901,political
"Butuo, Liangshan, Sichuan, China",857,27.706061,102.812061,political
"Jinyang, Liangshan, Sichuan, China",858,27.69686,103.248772,political
"Zhaojue, Liangshan, Sichuan, China",859,28.014087,102.842611,political
"Xide, Liangshan, Sichuan, China",860,28.306726,102.412518,political
"Mianning, Liangshan, Sichuan, China",861,28.549656,102.17701,political
"Yuexi, Liangshan, Sichuan, China",862,28.639801,102.50768,political
"Ganluo, Liangshan, Sichuan, China",863,28.966068,102.771748,political
"Meigu, Liangshan, Sichuan, China",864,28.32864,103.132179,political
"Leibo, Liangshan, Sichuan, China",865,28.262682,103.571696,political
"Nanming, Guiyang, Guizhou, China",866,26.567944,106.714374,political
"Yunyan, Guiyang, Guizhou, China",867,26.604594,106.724426,political
"Huaxi, Guiyang, Guizhou, China",868,26.409817,106.67026,political
"Wudang, Guiyang, Guizhou, China",869,26.630845,106.750625,political
"Baiyun, Guiyang, Guizhou, China",870,26.678561,106.623007,political
"Guanshanhu, Guiyang, Guizhou, China",871,26.60145,106.622453,political
"Kaiyang, Guiyang, Guizhou, China",872,27.057764,106.965089,political
"Xifeng, Guiyang, Guizhou, China",873,27.090479,106.740407,political
"Xiuwen, Guiyang, Guizhou, China",874,26.838926,106.592108,political
"Qingzhen, Guiyang, Guizhou, China",875,26.556079,106.470714,political
"Zhongshan, Liupanshui, Guizhou, China",876,26.574979,104.843555,political
"Liuzhi, Liupanshui, Guizhou, China",877,26.201227,105.480028,political
"Shuicheng, Liupanshui, Guizhou, China",878,26.547904,104.95783,political
"Panxian, Liupanshui, Guizhou, China",879,25.710002,104.471535,political
"Honghuagang, Zunyi, Guizhou, China",880,27.645122,106.893181,political
"Huichuan, Zunyi, Guizhou, China",881,27.750125,106.93427,political
"Bo Zhou Da Dao, Honghuagang Qu, Zunyi Shi, Guizhou Sheng, China",882,27.7013178,107.0303396,route
"Tongzi, Zunyi, Guizhou, China",883,28.133231,106.825301,political
"Suiyang, Zunyi, Guizhou, China",884,27.946222,107.191222,political
"Zheng'an, Zunyi, Guizhou, China",885,28.553285,107.453945,political
"Daozhen, Zunyi, Guizhou, China",886,28.862425,107.613133,political
"Wuchuan, Zunyi, Guizhou, China",887,28.563086,107.898956,political
"Fenggang, Zunyi, Guizhou, China",888,27.954695,107.716355,political
"Meitan, Zunyi, Guizhou, China",889,27.749055,107.465407,political
"Yuqing, Zunyi, Guizhou, China",890,27.21542,107.905278,political
"Xishui, Zunyi, Guizhou, China",891,28.33127,106.197137,political
"Chishui, Zunyi, Guizhou, China",892,28.590337,105.697472,political
"Renhuai, Zunyi, Guizhou, China",893,27.79165,106.400342,political
"Xixiu, Anshun, Guizhou, China",894,26.245315,105.965116,political
"Pingba, Anshun, Guizhou, China",895,26.405715,106.256412,political
"Puding, Anshun, Guizhou, China",896,26.301565,105.743277,political
"Zhenning, Anshun, Guizhou, China",897,26.058086,105.770283,political
"Guanling, Anshun, Guizhou, China",898,25.94361,105.61933,political
"Ziyun, Anshun, Guizhou, China",899,25.751047,106.084441,political
"Qixingguan, Bijie, Guizhou, China",900,27.298494,105.305138,political
"Dafang, Bijie, Guizhou, China",901,27.141681,105.613174,political
"Qianxi, Bijie, Guizhou, China",902,27.007713,106.033544,political
"Jinsha, Bijie, Guizhou, China",903,27.459214,106.220227,political
"Zhijin, Bijie, Guizhou, China",904,26.663449,105.770542,political
"Nayong, Bijie, Guizhou, China",905,26.777645,105.382714,political
"Weining, Bijie, Guizhou, China",906,26.85621,104.27874,political
"Hezhang, Bijie, Guizhou, China",907,27.123078,104.727418,political
"Bijiang, Tongren, Guizhou, China",908,27.690652,109.181122,political
"Wanshan, Tongren, Guizhou, China",909,27.517896,109.213644,political
"Jiangkou, Tongren, Guizhou, China",910,27.69965,108.839557,political
"Yuping, Tongren, Guizhou, China",911,27.236635,108.912375,political
"Shiqian, Tongren, Guizhou, China",912,27.513829,108.223612,political
"Sinan, Tongren, Guizhou, China",913,27.93755,108.253882,political
"Yinjiang, Tongren, Guizhou, China",914,27.994246,108.409752,political
"Dejiang, Tongren, Guizhou, China",915,28.263963,108.119807,political
"Yanhe, Tongren, Guizhou, China",916,28.563927,108.50387,political
"Songtao, Tongren, Guizhou, China",917,28.154071,109.202886,political
"Xingyi, Qianxinan, Guizhou, China",918,25.09204,104.895467,political
"Xingren, Qianxinan, Guizhou, China",919,25.435183,105.186237,political
"Pu'an, Qianxinan, Guizhou, China",920,25.784135,104.953062,political
"Qinglong, Qianxinan, Guizhou, China",921,25.834783,105.218991,political
"Zhenfeng, Qianxinan, Guizhou, China",922,25.38576,105.649864,political
"Wangmo, Qianxinan, Guizhou, China",923,25.178421,106.099617,political
"Ceheng, Qianxinan, Guizhou, China",924,24.983663,105.811592,political
"Anlong, Qianxinan, Guizhou, China",925,25.099014,105.442701,political
"Kaili, Qiandongnan, Guizhou, China",926,26.566867,107.981212,political
"Huangping, Qiandongnan, Guizhou, China",927,26.905396,107.916411,political
"Shibing, Qiandongnan, Guizhou, China",928,27.03292,108.124379,political
"Sansui, Qiandongnan, Guizhou, China",929,26.952968,108.675267,political
"Zhenyuan, Qiandongnan, Guizhou, China",930,27.049109,108.42969,political
"Cengong, Qiandongnan, Guizhou, China",931,27.173887,108.81606,political
"Tianzhu, Qiandongnan, Guizhou, China",932,26.909678,109.207757,political
"Jinping, Qiandongnan, Guizhou, China",933,26.676233,109.200534,political
"Jianhe, Qiandongnan, Guizhou, China",934,26.728274,108.441501,political
"Taijiang, Qiandongnan, Guizhou, China",935,26.667525,108.321245,political
"Liping, Qiandongnan, Guizhou, China",936,26.230385,109.136724,political
"Rongjiang, Qiandongnan, Guizhou, China",937,25.931893,108.52188,political
"Congjiang, Qiandongnan, Guizhou, China",938,25.753009,108.905329,political
"Leishan, Qiandongnan, Guizhou, China",939,26.378442,108.07754,political
"Majiang, Qiandongnan, Guizhou, China",940,26.491105,107.589359,political
"Danzhai, Qiandongnan, Guizhou, China",941,26.19832,107.788727,political
"Duyun, Qiannan, Guizhou, China",942,26.259427,107.518847,political
"Fuquan, Qiannan, Guizhou, China",943,26.686335,107.520386,political
"Libo, Qiannan, Guizhou, China",944,25.410654,107.88645,political
"Guiding, Qiannan, Guizhou, China",945,26.584666,107.234703,political
"Weng'an, Qiannan, Guizhou, China",946,27.078471,107.471555,political
"Dushan, Qiannan, Guizhou, China",947,25.822132,107.545048,political
"Pingtang, Qiannan, Guizhou, China",948,25.822349,107.322323,political
"Luodian, Qiannan, Guizhou, China",949,25.424845,106.751418,political
"Changshun, Qiannan, Guizhou, China",950,26.022636,106.451925,political
"Longli, Qiannan, Guizhou, China",951,26.453154,106.979524,political
"Huishui, Qiannan, Guizhou, China",952,26.13206,106.657088,political
"Sandu, Qiannan, Guizhou, China",953,25.983202,107.869749,political
"Wuhua, Kunming, Yunnan, China",954,25.043652,102.706959,political
"Panlong, Kunming, Yunnan, China",955,25.116106,102.751906,political
"Guandu, Kunming, Yunnan, China",956,25.015105,102.743811,political
"Xishan, Kunming, Yunnan, China",957,25.038296,102.664376,political
"Dongchuan, Kunming, Yunnan, China",958,26.082873,103.187824,political
"Chenggong, Kunming, Yunnan, China",959,24.885531,102.821468,political
"Jinning, Kunming, Yunnan, China",960,24.66974,102.595412,political
"Fumin, Kunming, Yunnan, China",961,25.221935,102.4976,locality
"Yiliang, Kunming, Yunnan, China",962,24.919532,103.141335,political
"Shilin, Kunming, Yunnan, China",963,24.771797,103.290785,political
"Songming, Kunming, Yunnan, China",964,25.338643,103.036908,political
"Luquan, Kunming, Yunnan, China",965,25.551332,102.471518,political
"Xundian, Kunming, Yunnan, China",966,25.558201,103.256615,political
"Anning, Kunming, Yunnan, China",967,24.919493,102.478494,locality
"Qilin, Qujing, Yunnan, China",968,25.495241,103.805012,political
"Zhanyi, Qujing, Yunnan, China",969,25.600507,103.822324,political
"Malong, Qujing, Yunnan, China",970,25.42805,103.578478,political
"Luliang, Qujing, Yunnan, China",971,25.030051,103.666663,political
"Shizong, Qujing, Yunnan, China",972,24.822233,103.985321,political
"Luoping, Qujing, Yunnan, China",973,24.884626,104.308675,political
"Fuyuan, Qujing, Yunnan, China",974,25.674238,104.255014,political
"Huize, Qujing, Yunnan, China",975,26.417947,103.29736,political
"Xuanwei, Qujing, Yunnan, China",976,26.219766,104.104475,political
"Hongta, Yuxi, Yunnan, China",977,24.341097,102.540179,political
"Jiangchuan, Yuxi, Yunnan, China",978,24.287534,102.753733,political
"Chengjiang, Yuxi, Yunnan, China",979,24.674624,102.904318,political
"Tonghai, Yuxi, Yunnan, China",980,24.110005,102.760653,political
"Huaning, Yuxi, Yunnan, China",981,24.19276,102.928835,political
"Yimen, Yuxi, Yunnan, China",982,24.671651,102.162531,political
"Eshan, Yuxi, Yunnan, China",983,24.168957,102.405819,political
"Xinping, Yuxi, Yunnan, China",984,24.07005,101.990157,political
"Yuanjiang, Yuxi, Yunnan, China",985,23.596503,101.998103,political
"Longyang, Baoshan, Yunnan, China",986,25.121154,99.165607,political
"Shidian, Baoshan, Yunnan, China",987,24.723064,99.189221,political
"Longling, Baoshan, Yunnan, China",988,24.586766,98.68923,political
"Changning, Baoshan, Yunnan, China",989,24.827839,99.605142,political
"Tengchong, Baoshan, Yunnan, China",990,25.020439,98.490966,political
"Zhaoyang, Zhaotong, Yunnan, China",991,27.320075,103.706539,political
"Ludian, Zhaotong, Yunnan, China",992,27.186659,103.558042,political
"Qiaojia, Zhaotong, Yunnan, China",993,26.90846,102.930164,political
"Yanjin, Zhaotong, Yunnan, China",994,28.10871,104.234441,political
"Daguan, Zhaotong, Yunnan, China",995,27.747978,103.891146,political
"Yongshan, Zhaotong, Yunnan, China",996,28.229112,103.638067,political
"Suijiang, Zhaotong, Yunnan, China",997,28.592099,103.968978,political
"Zhenxiong, Zhaotong, Yunnan, China",998,27.441636,104.873648,political
"Yiliang, Zhaotong, Yunnan, China",999,27.625418,104.048289,political
"Weixin, Zhaotong, Yunnan, China",1000,27.8469,105.049027,political
"Shuifu, Zhaotong, Yunnan, China",1001,28.62988,104.41603,political
"Gucheng, Lijiang, Yunnan, China",1002,26.87691,100.225819,political
"Yulong, Lijiang, Yunnan, China",1003,26.821459,100.236954,political
"Yongsheng, Lijiang, Yunnan, China",1004,26.684225,100.750795,political
"Huaping, Lijiang, Yunnan, China",1005,26.629211,101.266195,political
"Ninglang, Lijiang, Yunnan, China",1006,27.28207,100.852001,political
"Simao, Pu'er, Yunnan, China",1007,22.78691,100.977164,political
"Ning'er, Pu'er, Yunnan, China",1008,23.061749,101.045317,political
"Mojiang, Pu'er, Yunnan, China",1009,23.431894,101.692461,political
"Jingdong, Pu'er, Yunnan, China",1010,24.446731,100.833877,political
"Jinggu, Pu'er, Yunnan, China",1011,23.497027,100.702871,political
"Zhenyuan, Pu'er, Yunnan, China",1012,24.004441,101.108595,political
"Jiangcheng, Pu'er, Yunnan, China",1013,22.585867,101.86212,political
"Menglian, Pu'er, Yunnan, China",1014,22.329099,99.584157,political
"Lancang, Pu'er, Yunnan, China",1015,22.555904,99.931975,political
"Ximeng, Pu'er, Yunnan, China",1016,22.644508,99.590123,political
"Linxiang, Lincang, Yunnan, China",1017,23.895137,100.082523,political
"Fengqing, Lincang, Yunnan, China",1018,24.580424,99.928459,political
"Yunxian, Lincang, Yunnan, China",1019,24.437061,100.123248,political
"Yongde, Lincang, Yunnan, China",1020,24.018357,99.259339,political
"Zhenkang, Lincang, Yunnan, China",1021,23.762584,98.825284,political
"Shuangjiang, Lincang, Yunnan, China",1022,23.473499,99.827697,political
"Gengma, Lincang, Yunnan, China",1023,23.538092,99.397126,political
"Cangyuan, Lincang, Yunnan, China",1024,23.146712,99.246196,political
"Chuxiong, Yunnan, China",1025,25.045532,101.528068,locality
"Shuangbai, Chuxiong, Yunnan, China",1026,24.688875,101.641937,political
"Mouding, Chuxiong, Yunnan, China",1027,25.313121,101.546566,political
"Nanhua, Chuxiong, Yunnan, China",1028,25.192293,101.273577,political
"Yao'an, Chuxiong, Yunnan, China",1029,25.504173,101.241728,political
"Dayao, Chuxiong, Yunnan, China",1030,25.729513,101.336617,political
"Yongren, Chuxiong, Yunnan, China",1031,26.049464,101.666132,political
"Yuanmou, Chuxiong, Yunnan, China",1032,25.704338,101.87452,political
"Wuding, Chuxiong, Yunnan, China",1033,25.530389,102.404338,political
"Lufeng, Chuxiong, Yunnan, China",1034,25.150111,102.079027,political
"Gejiu, Honghe, Yunnan, China",1035,23.359121,103.160034,political
"Kaiyuan, Honghe, Yunnan, China",1036,23.714316,103.267142,political
"Mengzi, Honghe, Yunnan, China",1037,23.396201,103.364905,political
"Mile, Honghe, Yunnan, China",1038,24.411912,103.414874,political
"Pingbian, Honghe, Yunnan, China",1039,22.983559,103.687612,political
"Jianshui, Honghe, Yunnan, China",1040,23.6347,102.826557,political
"Shiping, Honghe, Yunnan, China",1041,23.705936,102.494983,political
"Luxi, Honghe, Yunnan, China",1042,24.532025,103.766196,political
"Yuanyang, Honghe, Yunnan, China",1043,23.219932,102.835223,political
"Honghe, Yunnan, China",1044,23.36225,103.374576,locality
"Jinping, Honghe, Yunnan, China",1045,22.779543,103.226447,political
"Lvchun, Honghe, Yunnan, China",1046,22.993717,102.392463,political
"Hekou, Honghe, Yunnan, China",1047,22.529403,103.93935,political
"Wenshan, Yunnan, China",1048,23.400733,104.216248,locality
"Yanshan, Wenshan, Yunnan, China",1049,23.60574,104.337243,political
"Xichou, Wenshan, Yunnan, China",1050,23.437782,104.672597,political
"Malipo, Wenshan, Yunnan, China",1051,23.125714,104.702799,political
"Maguan, Wenshan, Yunnan, China",1052,23.012915,104.394157,political
"Qiubei, Wenshan, Yunnan, China",1053,24.041919,104.195819,political
"Guangnan, Wenshan, Yunnan, China",1054,24.046386,105.055107,political
"Funing, Wenshan, Yunnan, China",1055,23.625283,105.630999,political
"Jinghong, Xishuangbanna, Yunnan, China",1056,22.000143,100.771678,political
"Menghai, Xishuangbanna, Yunnan, China",1057,21.957353,100.452547,political
"Mengla, Xishuangbanna, Yunnan, China",1058,21.459233,101.564635,political
"Dali, Yunnan, China",1059,25.606486,100.267638,locality
"Yangbi, Dali, Yunnan, China",1060,25.670148,99.958015,political
"Xiangyun, Dali, Yunnan, China",1061,25.48385,100.550945,political
"Binchuan, Dali, Yunnan, China",1062,25.827182,100.575412,political
"Midu, Dali, Yunnan, China",1063,25.343804,100.49099,political
"Nanjian, Dali, Yunnan, China",1064,25.04351,100.509035,political
"Weishan, Dali, Yunnan, China",1065,25.227212,100.307174,political
"Yongping, Dali, Yunnan, China",1066,25.464681,99.541236,political
"Yunlong, Dali, Yunnan, China",1067,25.885595,99.37112,political
"Eryuan, Dali, Yunnan, China",1068,26.11116,99.951053,political
"Jianchuan, Dali, Yunnan, China",1069,26.537033,99.905559,political
"Heqing, Dali, Yunnan, China",1070,26.560231,100.176498,political
"Ruili, Dehong, Yunnan, China",1071,24.012808,97.85193,political
"Mangshi, Dehong, Yunnan, China",1072,24.43369,98.588086,political
"Lianghe, Dehong, Yunnan, China",1073,24.804232,98.296657,political
"Yingjiang, Dehong, Yunnan, China",1074,24.70521,97.931954,political
"Longchuan, Dehong, Yunnan, China",1075,24.182965,97.792104,political
"Lushui, Nujiang, Yunnan, China",1076,25.822879,98.857977,political
"Fugong, Nujiang, Yunnan, China",1077,26.901831,98.869132,political
"Gongshan, Nujiang, Yunnan, China",1078,27.740999,98.665964,political
"Lanping, Nujiang, Yunnan, China",1079,26.453571,99.416677,political
"Shangri-La, Deqen, Yunnan, China",1080,27.829743,99.700836,political
"Deqen, Yunnan, China",1081,27.818757,99.702254,locality
"Weixi, Deqen, Yunnan, China",1082,27.177161,99.287173,political
"Chengguan, Lhasa, Tibet, China",1083,29.654838,91.140552,political
"Doilungdeqen, Lhasa, Tibet, China",1084,29.646063,91.00334,political
"Lhunzhub, Lhasa, Tibet, China",1085,29.893545,91.265287,political
"Damxung, Lhasa, Tibet, China",1086,30.473118,91.101162,political
"Nyemo, Lhasa, Tibet, China",1087,29.431831,90.164524,political
"Quxu, Lhasa, Tibet, China",1088,29.353058,90.743853,political
"Dagze, Lhasa, Tibet, China",1089,29.66941,91.349867,political
"Maizhokunggar, Lhasa, Tibet, China",1090,29.834121,91.730703,political
"Samzhubze, Xigaze, Tibet, China",1091,29.270389,88.88727,political
"Namling, Xigaze, Tibet, China",1092,29.68233,89.099242,political
"Gyangze, Xigaze, Tibet, China",1093,28.911659,89.605574,political
"Tingri, Xigaze, Tibet, China",1094,28.658743,87.12612,political
"Sa'gya, Xigaze, Tibet, China",1095,28.899664,88.021674,political
"Lhaze, Xigaze, Tibet, China",1096,29.081659,87.63704,political
"Ngamring, Xigaze, Tibet, China",1097,29.294802,87.236051,political
"Xaitongmoin, Xigaze, Tibet, China",1098,29.432476,88.261664,political
"Bainang, Xigaze, Tibet, China",1099,29.107688,89.261977,political
"Rinbung, Xigaze, Tibet, China",1100,29.230933,89.841983,political
"Kangmar, Xigaze, Tibet, China",1101,28.555627,89.681663,political
"Dinggye, Xigaze, Tibet, China",1102,28.364159,87.765872,political
"Zhongba, Xigaze, Tibet, China",1103,29.770279,84.03153,political
"Yadong, Xigaze, Tibet, China",1104,27.484806,88.907093,political
"Gyirong, Xigaze, Tibet, China",1105,28.852393,85.297534,political
"Nyalam, Xigaze, Tibet, China",1106,28.155186,85.982237,political
"Saga, Xigaze, Tibet, China",1107,29.328818,85.232941,political
"Gamba, Xigaze, Tibet, China",1108,28.274601,88.520031,political
"Karuo, Qamdo, Tibet, China",1109,31.138507,97.180437,political
"Jomda, Qamdo, Tibet, China",1110,31.499202,98.21843,political
"Gonjo, Qamdo, Tibet, China",1111,30.860099,98.27097,political
"Riwoqe, Qamdo, Tibet, China",1112,31.211601,96.600246,political
"Dengqen, Qamdo, Tibet, China",1113,31.412405,95.595761,political
"Chagyab, Qamdo, Tibet, China",1114,30.653943,97.568752,political
"Baxoi, Qamdo, Tibet, China",1115,30.053209,96.917836,political
"Zogang, Qamdo, Tibet, China",1116,29.671069,97.841022,political
"Markam, Qamdo, Tibet, China",1117,29.679907,98.593113,political
"Lhorong, Qamdo, Tibet, China",1118,30.741425,95.82461,political
"Banbar, Qamdo, Tibet, China",1119,30.933652,94.7078,political
"Bayi, Nyingchi, Tibet, China",1120,29.636576,94.361094,political
"Gongbo'gyamda, Nyingchi, Tibet, China",1121,29.88528,93.246077,political
"Mainling, Nyingchi, Tibet, China",1122,29.215833,94.213486,political
"Medog, Nyingchi, Tibet, China",1123,29.325298,95.333197,political
"Bome, Nyingchi, Tibet, China",1124,29.859028,95.767913,political
"Zayu, Nyingchi, Tibet, China",1125,28.66128,97.466919,political
"Nangxian, Nyingchi, Tibet, China",1126,29.046337,93.074702,political
"Nedong, Shannan, Tibet, China",1127,29.224904,91.761538,political
"Chanang, Shannan, Tibet, China",1128,29.245113,91.33725,political
"Gonggar, Shannan, Tibet, China",1129,29.289455,90.98414,political
"Sangri, Shannan, Tibet, China",1130,29.259189,92.015818,political
"Qonggyai, Shannan, Tibet, China",1131,29.024625,91.683881,political
"Qusum, Shannan, Tibet, China",1132,29.062826,92.203738,political
"Comai, Shannan, Tibet, China",1133,28.438202,91.433509,political
"Lhozhag, Shannan, Tibet, China",1134,28.385713,90.859992,political
"Gyaca, Shannan, Tibet, China",1135,29.14029,92.593993,political
"Lhunze, Shannan, Tibet, China",1136,28.406809,92.461662,political
"Cona, Shannan, Tibet, China",1137,27.991092,91.957166,political
"Nagarze, Shannan, Tibet, China",1138,28.968031,90.397977,political
"Nagqu, Tibet, China",1139,31.469643,92.0535,political
"Lhari, Nagqu, Tibet, China",1140,30.640814,93.232528,political
"Biru, Nagqu, Tibet, China",1141,31.480249,93.679639,political
"Nyainrong, Nagqu, Tibet, China",1142,32.107771,92.303346,political
"Amdo, Nagqu, Tibet, China",1143,32.265176,91.68233,political
"Xainza, Nagqu, Tibet, China",1144,30.930505,88.709852,political
"Sog, Nagqu, Tibet, China",1145,31.886697,93.785596,political
"Baingoin, Nagqu, Tibet, China",1146,31.392411,90.009957,political
"Baqen, Nagqu, Tibet, China",1147,31.918447,94.053475,political
"Nyima, Nagqu, Tibet, China",1148,31.784701,87.236772,political
"Shuanghu, Nagqu, Tibet, China",1149,33.188514,88.837641,political
"Burang, Ngari, Tibet, China",1150,30.294402,81.176237,political
"Zanda, Ngari, Tibet, China",1151,31.479216,79.802706,political
"Gar, Ngari, Tibet, China",1152,32.491488,80.096419,political
"Rutog, Ngari, Tibet, China",1153,33.381359,79.732427,political
"Ge'gyai, Ngari, Tibet, China",1154,32.387233,81.145433,political
"Gerze, Ngari, Tibet, China",1155,32.302713,84.06259,political
"Coqen, Ngari, Tibet, China",1156,31.016769,85.159494,political
"Xincheng, Xi'an, Shaanxi, China",1157,34.26645,108.960747,political
"Beilin, Xi'an, Shaanxi, China",1158,34.230769,108.934235,political
"Lianhu, Xi'an, Shaanxi, China",1159,34.264609,108.944272,political
"Baqiao, Xi'an, Shaanxi, China",1160,34.273409,109.064671,political
"Weiyang, Xi'an, Shaanxi, China",1161,34.293171,108.946651,political
"Yanta, Xi'an, Shaanxi, China",1162,34.214116,108.944707,political
"Yanliang, Xi'an, Shaanxi, China",1163,34.662234,109.226101,political
"Lintong, Xi'an, Shaanxi, China",1164,34.367275,109.214238,political
"Chang'an, Xi'an, Shaanxi, China",1165,34.158997,108.906994,political
"Gaoling, Xi'an, Shaanxi, China",1166,34.534829,109.088297,political
"Lantian, Xi'an, Shaanxi, China",1167,34.151624,109.323479,political
"Zhouzhi, Xi'an, Shaanxi, China",1168,34.163669,108.222162,political
"Huxian, Xi'an, Shaanxi, China",1169,34.109244,108.604894,political
"Wangyi, Tongchuan, Shaanxi, China",1170,35.068963,109.075578,political
"Yintai, Tongchuan, Shaanxi, China",1171,35.114492,109.099975,political
"Yaozhou, Tongchuan, Shaanxi, China",1172,34.909793,108.980102,political
"Yijun, Tongchuan, Shaanxi, China",1173,35.398577,109.116932,political
"Weibin, Baoji, Shaanxi, China",1174,34.355068,107.155344,political
"Jintai, Baoji, Shaanxi, China",1175,34.376069,107.146806,political
"Chencang, Baoji, Shaanxi, China",1176,34.354456,107.387436,political
"Fengxiang, Baoji, Shaanxi, China",1177,34.521217,107.400737,political
"Qishan, Baoji, Shaanxi, China",1178,34.443459,107.621053,political
"Fufeng, Baoji, Shaanxi, China",1179,34.37541,107.900219,political
"Meixian, Baoji, Shaanxi, China",1180,34.274246,107.749766,political
"Longxian, Baoji, Shaanxi, China",1181,34.89305,106.864397,political
"Qianyang, Baoji, Shaanxi, China",1182,34.642381,107.132441,political
"Linyou, Baoji, Shaanxi, China",1183,34.677902,107.793524,political
"Fengxian, Baoji, Shaanxi, China",1184,33.91091,106.515803,political
"Taibai, Baoji, Shaanxi, China",1185,34.058401,107.319116,political
"Qindu, Xianyang, Shaanxi, China",1186,34.329567,108.706272,political
"Yangling, Xianyang, Shaanxi, China",1187,34.272117,108.084731,political
"Weicheng, Xianyang, Shaanxi, China",1188,34.361988,108.737212,political
"Sanyuan, Xianyang, Shaanxi, China",1189,34.617381,108.940509,political
"Jingyang, Xianyang, Shaanxi, China",1190,34.527114,108.842622,political
"Qianxian, Xianyang, Shaanxi, China",1191,34.527551,108.239473,political
"Liquan, Xianyang, Shaanxi, China",1192,34.481764,108.425018,political
"Yongshou, Xianyang, Shaanxi, China",1193,34.691979,108.142311,political
"Binxian, Xianyang, Shaanxi, China",1194,35.043911,108.077658,political
"Changwu, Xianyang, Shaanxi, China",1195,35.205886,107.798757,political
"Xunyi, Xianyang, Shaanxi, China",1196,35.111978,108.333986,political
"Chunhua, Xianyang, Shaanxi, China",1197,34.79925,108.580681,political
"Wugong, Xianyang, Shaanxi, China",1198,34.260203,108.200398,political
"Xingping, Xianyang, Shaanxi, China",1199,34.29922,108.490475,political
"Linwei, Weinan, Shaanxi, China",1200,34.498053,109.492663,political
"Huaxian, Weinan, Shaanxi, China",1201,34.496578,109.776026,political
"Tongguan, Weinan, Shaanxi, China",1202,34.544296,110.246349,political
"Dali, Weinan, Shaanxi, China",1203,34.797259,109.941734,political
"Heyang, Weinan, Shaanxi, China",1204,35.237591,110.149305,political
"Chengcheng, Weinan, Shaanxi, China",1205,35.190245,109.93235,political
"Pucheng, Weinan, Shaanxi, China",1206,34.955562,109.586403,political
"Baishui, Weinan, Shaanxi, China",1207,35.177451,109.590671,political
"Fuping, Weinan, Shaanxi, China",1208,34.751077,109.18032,political
"Hancheng, Weinan, Shaanxi, China",1209,35.476788,110.442846,political
"Huayin, Weinan, Shaanxi, China",1210,34.566064,110.092644,political
"Baota, Yan'an, Shaanxi, China",1211,36.591213,109.493107,political
"Ansai, Yan'an, Shaanxi, China",1212,36.863853,109.328842,political
"Yanchang, Yan'an, Shaanxi, China",1213,36.579313,110.012334,political
"Yanchuan, Yan'an, Shaanxi, China",1214,36.878117,110.193514,political
"Zichang, Yan'an, Shaanxi, China",1215,37.142668,109.675234,political
"Zhidan, Yan'an, Shaanxi, China",1216,36.822194,108.768432,political
"Wuqi, Yan'an, Shaanxi, China",1217,36.927215,108.175933,political
"Ganquan, Yan'an, Shaanxi, China",1218,36.276526,109.351019,political
"Fuxian, Yan'an, Shaanxi, China",1219,35.98801,109.379711,political
"Luochuan, Yan'an, Shaanxi, China",1220,35.761974,109.432369,political
"Yichuan, Yan'an, Shaanxi, China",1221,36.050178,110.168963,political
"Huanglong, Yan'an, Shaanxi, China",1222,35.584467,109.840373,political
"Huangling, Yan'an, Shaanxi, China",1223,35.579427,109.262961,political
"Hantai, Hanzhong, Shaanxi, China",1224,33.06777,107.031856,political
"Nanzheng, Hanzhong, Shaanxi, China",1225,32.999333,106.93623,political
"Chenggu, Hanzhong, Shaanxi, China",1226,33.157131,107.33393,political
"Yangxian, Hanzhong, Shaanxi, China",1227,33.222738,107.545836,political
"Xixiang, Hanzhong, Shaanxi, China",1228,32.983101,107.766613,political
"Mianxian, Hanzhong, Shaanxi, China",1229,33.153553,106.673221,political
"Ningqiang, Hanzhong, Shaanxi, China",1230,32.829694,106.257171,political
"Lueyang, Hanzhong, Shaanxi, China",1231,33.327281,106.156718,political
