User_Photos,Review_Funny,Review_Date,User_Image_Link,User_Profile_Link,User_Neighborhood,User_City,User_State,User_Country,Review_Rating,User_Friends,Review_Useful,User_Reviews,Review_Type,Review_Contents,User_Name,Review_Cool,User_2021_Elite,ObjectId,Is_CTR,Lon,Lat
6,6,11/25/16,https://s3-media0.fl.yelpcdn.com/photo/VP88Yo0Nw8Wm7izsapWfSA/60s.jpg,https://yelp.com/user_details?userid=EE_o4iHfdswjhXDVqshrrQ,,Washington,DC,United States,5,6,7,4,Recommended,The Smoky and the Time Out are some of the best pizzas I've had in the city and when out of towers (okay, New Yorkers) complain about DC not being a pizza town, I always ask flatly if they've been to Comet. If they haven't," I dismiss their pizza snobbery! The staff is also great. I'm always particularly happy if I see Josh behind the bar. He'll switch the music into """"""""Dance Party"""""""" mode if the bar is feeling it.Plus",740,0,-77.03196,38.89037
0,4,11/21/16,https://s3-media0.fl.yelpcdn.com/photo/tWCeE3ZImY4-5HAVjFJ5Fg/60s.jpg,https://yelp.com/user_details?userid=kIqLQwEZQmhDkYRrVo2dqA,,Washington,DC,United States,5,5,8,40,Recommended,Excellent food and fantastic atmosphere. Not fancy at all but a perfect family friendly neighborhood bar. Really great pizza and beer selection and super laid back atmosphere with some of the best staff in the city.,Mark S.,1,No,741,0,-77.03196,38.89037
16157,2,3/4/13,https://s3-media0.fl.yelpcdn.com/photo/Wy3uhT_xQzGddvxKeXC4lg/60s.jpg,https://yelp.com/user_details?userid=EiT_pSuIb08oRn4CfwfMJg,,Rockville,MD,United States,3,2812,2,1772,Recommended,The parking is limited. There's a parking lot in the back but it's usually full. The best bet is to find street parking but you have to know how to parallel park.I am not sure if they take reservations. When my family arrived on Saturday for lunch, there was a 30-40 minute wait for a table. Since there were seats at the bar, we decided to sit there. The bathrooms were hidden. It literally looks like a wooden wall. The doors are handleless. They have good beers on draft and in bottles. I'd recommend the Great Lakes Dortmunder Gold Lager (OH) and Allagash White (ME). ¥Ë_¥Ë_While you wait for your food, you can play ping pong with other people.We ordered two pizzas:1) The Yalie,742,0,-77.15118,39.08196
7,5,1/11/17,https://s3-media0.fl.yelpcdn.com/photo/Vtmm6THQy-XzMmB0gYmBBA/60s.jpg,https://yelp.com/user_details?userid=n2nQe2LmpHoATROrsY4ymg,,North Hollywood,CA,United States,5,9,3,62,Recommended,I ate here on my first day to DC after having heard about it on the radio in LA for some reason. I just had a Union Jack and I asked the girl behind the counter if the smoky pizza was a good option. She said it was really good so I decided to try it.WOW! This pizza as the menu states, has smoked mushrooms, smoked mozzarella, smoked onions (I think),743,0,-118.37899,34.16982
16,0,8/14/15,https://s3-media0.fl.yelpcdn.com/photo/dGQaW1Qgdqn1IFhk8Cr04A/60s.jpg,https://yelp.com/user_details?userid=sJRonQiEeCR-DquwHHLU_Q,,Arlington,VA,United States,3,4,1,16,Recommended,Ordered Timeout and Hottie. I like big flavor. Timeout is more on the mild side. Should have had extra cheese on both! Service was good," pies were just fine.""""",bigbigfish z.,1,744,0,-77.08629,38.8905
47,5,12/2/16,https://s3-media0.fl.yelpcdn.com/photo/QW67j24SqYPmYExL-SRxAw/60s.jpg,https://yelp.com/user_details?userid=hWHSNY0-RAGtSFonCO0H1g,,Washington,DC,United States,5,685,4,191,Recommended,DC and neighborhood gem! We have family dates and adults dates at Comet. The pizzas is yummy and has great choices for pizza lovers. Children love finishing meal with homemade chocolate chip cookies. The kids always have to fight off the adults during cookie time. During and always after few games of ping pong are played to make our wonderful time at Comet the best. Welcoming friendly restaurant we always look forward ¥Ë_¥Ë_to our meals and pingpong.,Ralph A.,2,No,745,0,-77.03196,38.89037
5,1,5/12/18,https://s3-media0.fl.yelpcdn.com/photo/qeTIvdjttemxoC4PdFvzSA/60s.jpg,https://yelp.com/user_details?userid=Y7whtiKM-H3EE49gVJWxyg,,Marland,OK,United States,5,5,1,10,Recommended,Well, we just discovered this place, and it's really nice. ¥Ë_¥Ë_Great atmosphere and great food. ¥Ë_¥Ë_We ordered ¥Ë_¥Ë_The Smoky, and the 3 veggie plate. ¥Ë_¥Ë_The pizza was just wonderful,746,0,-97.1511,36.55942
0,3,12/21/18,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://yelp.com/user_details?userid=wgpYqkWQkBKDV-neNGItLg,,Tampa,FL,United States,1,1,16,10,Recommended,The food was sub-par, the atmosphere and art work was very odd," and it was overpriced. It's more of a kid's play place than an actual restaurant.""""",N B.,747,0,-82.45927,27.94653
476,2,1/24/15,https://s3-media0.fl.yelpcdn.com/photo/GnZ9eTSvv517nlQR8-r-9Q/60s.jpg,https://yelp.com/user_details?userid=9AOjoX8qqivKBDDtocp_8Q,,Reston,VA,United States,5,556,2,158,Recommended,Came here with my bf because we had a Living Social. The environment is awesome. Great little patio, cute upcycled, natural decor. Not a huge restaurant and they have a small little bar too.Very unique. The ping pong area is towards the back of the restaurant and I accidentally wandered in there when I was looking for the bathroom...now that was hard to find. There were no signs for it anywhere. It's in this hidden den thing in the middle of the restaurant and it looks like just a big wood wall, but if you push it it opens up! Pretty cool.The food was great. Apparently they use sustainable ingredients,748,0,-77.35453,38.95979
0,0,9/30/18,https://s3-media0.fl.yelpcdn.com/photo/f8IzEbhp1koXkvwLF1QdDg/60s.jpg,https://yelp.com/user_details?userid=Lp2D8I1wrkgJGGvqVZC8MA,,Washington,DC,United States,5,197,0,6,Recommended,I love this place so much. It's a welcoming and warm neighborhood restaurant. The staff is very friendly and willing to accommodate food preference requests. The pizzas are really tasty and reasonably priced (especially if you compare to other big-name Neapolitan pies in DC). I'm obsessed with the crust. The vegan cheese is also delicious! Highly recommend patio seating if available.,Tanvi J.,0,No,749,0,-77.03196,38.89037
67,1,7/18/17,https://s3-media0.fl.yelpcdn.com/photo/6Li5KZzoue7SJ-I-lF-oJw/60s.jpg,https://yelp.com/user_details?userid=icTarXRmQfyn9j5IWwVNPA,,Lakewood,CA,United States,4,6,0,104,Recommended,The place was packed which is usually a good sign. Good pizzas and service. Nice ping pong setup,David R.,0,No,750,0,-118.13384,33.85001
3,5,12/19/16,https://s3-media0.fl.yelpcdn.com/photo/CADrlfaO6eYNpWydj4Hfsg/60s.jpg,https://yelp.com/user_details?userid=9pBPGSx5p_AzdngOqWn7FA,,Bethesda,MD,United States,5,1,2,8,Recommended,Five Stars over and over again:Amazing spot to relax with friends and have some delicious food.,Carmen C.,0,No,751,0,-77.09692,38.98637
1,11,11/16/18,https://s3-media0.fl.yelpcdn.com/photo/hymPg9Wl2gjh2CSnavXZwg/60s.jpg,https://yelp.com/user_details?userid=5uHh92TA-Frv9GoOvpmwXA,,Austin,TX,United States,1,131,39,16,Recommended,If I could give this place zero stars I would. I really wanted to like it, especially because of the terrible accusations made by #45's extremist supporters and the unfortunate gunman incident. However, after a 30 min wait at 5:30 pm we were seated with three children and two adults. My friend is a regular there with her 7 year old son so she really wanted to show my 8 and 11 year old the place. They were excited to play ping pong. However, as were waiting for our food,752,0,-97.74299,30.26759
142,3,11/29/16,https://s3-media0.fl.yelpcdn.com/photo/925OcE3m6k9b8VBellTB3A/60s.jpg,https://yelp.com/user_details?userid=zmzdGJFAMSoNq9MPCLxj8g,,Washington,DC,United States,5,34,3,10,Recommended,As a long time resident of the District of Columbia, Comet Ping Pong is one of my favorite spots for delicious food, excellent service, super-cool decor and of course,753,0,-77.03196,38.89037
0,6,11/15/16,https://s3-media0.fl.yelpcdn.com/photo/VIvd9CQRHFl1Q7x8k9xLng/60s.jpg,https://yelp.com/user_details?userid=XswcoaUjo4EL6LNrdQKcuA,,Washington,DC,United States,5,221,2,4,Recommended,Da best. Been coming here regularly for a little while now. Awesome food. Great cocktails. Etc etc. I've been especially digging the wine selection lately. Cool atmosphere," staff is cool and friendlyMy favorite pizza is the meatball pizza. Great place for a nightcap.Thanks guys!""""",Greg O.,1,754,0,-77.03196,38.89037
8,0,7/21/17,https://s3-media0.fl.yelpcdn.com/photo/6iAYwCUqF53oRWrhrr7dxQ/60s.jpg,https://yelp.com/user_details?userid=g9t2kKUrX6CBPNtCzIIchw,,Washington,DC,United States,4,259,0,219,Recommended,Solid pizza, atmosphere," and staff. Good people own this place and it's a neighborhood staple.""""",Maddy L.,755,0,-77.03196,38.89037
0,0,10/8/18,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://yelp.com/user_details?userid=4mK8aupUUQvs4DUq9MgG8w,,Washington,DC,United States,5,0,0,6,Recommended,Great food, and as a babysitter I was very grateful to their staff for being family-friendly. In addition to having high chairs and covered cups readily available," everyone is consistently understanding when I bring in kids whose behavior gets a little out of hand.A neighborhood staple!""""",Lilly M.,756,0,-77.03196,38.89037
106,0,8/29/18,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://yelp.com/user_details?userid=9WOJirLSyF1lPABLdFPyDQ,,Richardson,TX,United States,4,1,0,110,Recommended,Headed back to DC last week for more meetings and remembered that I had seen this place on Diners," Drive-ins and Dives. It was a Friday night so the place was packed but I got in quickly. I had the chicken wings which were very interesting with a sticky glaze on the outside that was delicious although the meat was a little bit dry. I had the clam pizza called Yalie and it was delicious with a squeeze of lemon! A fun place to hang out with friends or solo and I would definitely go back!""""",Nancy M.,0,757,0,-96.73297,32.96074
3,1,3/15/18,https://s3-media0.fl.yelpcdn.com/photo/HJcC2R28Ifn66Q9UxYgwbg/60s.jpg,https://yelp.com/user_details?userid=rJBBYWfMtUuWQ7OcllLPQA,,Washington,DC,United States,3,2,1,8,Recommended,"Come for the beer stay for the ping pong. Pizza is very middle of the road. They skimp on the toppings for some of their pizzas like """"""""the burger."""""""" Also the garlic bread lacks.. garlic.""""",Moses P.,1,No,758,0,-77.03196,38.89037
0,0,9/1/17,https://s3-media0.fl.yelpcdn.com/photo/BR-38k90UTXseO80bYAQww/60s.jpg,https://yelp.com/user_details?userid=SVQZpQ8AldSMWDvmklJtdw,,Washington,DC,United States,4,13,0,116,Recommended,Comet Ping Pong is a really fun place for groups. The decor is fun, with tables that look like ping pong tables, old cartoons playing on one wall, and random items hanging from the ceilings (motorcycle,759,0,-77.03196,38.89037
0,0,8/3/18,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://yelp.com/user_details?userid=4kDVIZIWXo9I2cYe0ugGfA,,Washington,DC,United States,5,1,0,28,Recommended,This is my favorite pizza in DC. I love the crust, I love the sauce," and I love that we can walk there from our apartment.The """"""""hottie"""""""" and the """"""""stanley"""""""" are both excellent and my wife orders them regularly. I usually make a custom pie. They only have 3 beers on tap but they will sell you a half pint for half price which I like since sometimes that's all I want or I want to try two different beers.The only weak spot is the appetizers have never been that compelling. We've tried the fried risotto", the wings,760,0,-77.03196,38.89037
5,5,11/15/16,https://s3-media0.fl.yelpcdn.com/photo/4vjOG_uCA4UzhhSNV7eibQ/60s.jpg,https://yelp.com/user_details?userid=R6G2GrBoKZPi2a11kbXtPQ,,Arlington,VA,United States,5,0,1,119,Recommended,Where else in this city can you get amazing pizza, sit outside, have craft beers on draft AND see incredible live music? Seriously, they are not kidding around with their sound system. Make no mistake,761,0,-77.08629,38.8905
13,6,10/6/16,https://s3-media0.fl.yelpcdn.com/photo/q_TUUgDHorIgz1JWT4qF5w/60s.jpg,https://yelp.com/user_details?userid=9B-sfiC0WglLJKmyxt23_w,,Silver Spring,MD,United States,5,14,1,52,Recommended,I was here a month or two ago with my girlfriend and her roommate. It was busy but we were seated within two minutes. The wait staff is friendly and informative. All three of us had a hard cider to drink while we waited on our food. I ordered the pizza that has the meatballs on it. I admit I'm too lazy to look the name up right now. It was really good for being a pretty standard pizza topping!All three of us enjoyed our pizzas and agreed that we will be returning. Regardless of the ping pong tables," this place is well worth a visit if you like great pizza. The pizzas are large enough to squash your appetite. It can be a little loud but that is not a complaint. The ping pong tables are a very interesting feature.""""",Kenny L.,1,762,0,-77.02914,38.99693
4,3,12/5/16,https://s3-media0.fl.yelpcdn.com/photo/kS6hJHcdvfSI6Q51i_cBFg/60s.jpg,https://yelp.com/user_details?userid=RP56hhp_apuhDwU2YruBSQ,,Washington,DC,United States,5,5,1,66,Recommended,A great local restaurant. I used to live just a few blocks away from here, and Comet Ping Pong was go-to when I wanted a quick," good meal or to hang out with friends over great pizza. This place has a great vibe for hanging out or just grabbing a quick drink in the evenings. Definitely going to have to go back and visit soon.""""",Becky S.,763,0,-77.03196,38.89037
4,5,9/19/16,https://s3-media0.fl.yelpcdn.com/photo/6FaPXKD32FQ5zyPzadn-_g/60s.jpg,https://yelp.com/user_details?userid=IPP-9VEJLfKzbmGFQAJpWg,,Washington,DC,United States,5,5,1,4,Recommended,Can't go wrong with them wings! Dipping sauce is A-MA-ZING! ¥Ë_¥Ë_Also they have a good beer selection... I went with the local Jailbreak straight outta Laurel," MD!""""",e L.,1,764,0,-77.03196,38.89037
0,0,6/1/19,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://yelp.com/user_details?userid=Q7rl1aRdxXFt5Z2PgFbeSQ,,Mount Olive,NC,United States,4,0,0,21,Recommended,What a fun, funky and delicious spot! We celebrated our daughter's 18th birthday with a build-your-own margherita pizza," excellent Caesar salad and Smokey pizza. Nice patio seating and loved the silverware/napkin caddy at each table. Would have given 5 stars but the """"""""hidden"""""""" bathrooms were totally weird.""""",Terri M.,765,0,-78.06638,35.19655
0,1,9/13/18,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://yelp.com/user_details?userid=lHrBWuvucBcjkV1mHpOXjQ,,Washington,DC,United States,1,2,9,6,Recommended,Awful, awful service tonight 9/13. Really bad. Rude waiter, who ignored our table even after several inquires about our appetizers," which hadn't arrived 45 minutes after ordering. Then the waiter lied. It was just plain rude. I won't go back.""""",766,0,-77.03196,38.89037
1341,2,8/20/14,https://s3-media0.fl.yelpcdn.com/photo/7USvdCF2FImQerJd-vArsA/60s.jpg,https://yelp.com/user_details?userid=9N0eKiaaLAWk2tYLfKUyUg,,Port Monmouth,NJ,United States,4,101,1,550,Recommended,It's really dive-y inside with the peeling distressed walls and all the industrial steel frames for the rustic seats and ping pong dining tables. Open rafters and this sinister Rube Goldberg mechanical sculpture. There's also a great Vespa scooter up there near the ping pong room. A neat comet painting hangs above the bar but it all seems to work. A very friendly staff who are knowledgeable and understand the flow of enjoying a restaurant. Try the wings!!! They were very different and with the weird creamy horseradish sauce, phenomenal. The pizzas are small and there are some delicious and clever combinations however I think a bit pricey but I don't care because I'm fabulously wealthy. Too bad I don't have the looks to go along with that. Anyway if you get a chance to play Ping pong they have some high end tables. Don't try to park on the busy street there is a parking lot in the back with plenty of spots the back door is a little hard to find cut through a different store or be like me and use your massive intellect and figure which door leads to a fabulous Triple D TV Food Find. FoodDude," if I could sing and dance you wouldn't get a peep out of me!""""",Sebastian B.,767,0,-74.10415,40.42647
116,2,5/5/14,https://s3-media0.fl.yelpcdn.com/photo/pWv7ypSnam_ZAQKaSjAkJA/60s.jpg,https://yelp.com/user_details?userid=K4eNyVeJ50T8Gu4fy4H3XQ,,Washington,DC,United States,5,254,2,134,Recommended,Clomet pling flong is gr8. The movies can be redundant but that doesn't matter when you are eating pizza. Also the staff is incredible. I am not biased. Oh hai Mark!,Liza C.,2,Yes,768,0,-77.03196,38.89037
0,2,9/22/16,https://s3-media0.fl.yelpcdn.com/photo/vVlWT5fwJVD20jOsb_O4EA/60s.jpg,https://yelp.com/user_details?userid=UHlHEAgAFmkhj657rAfW8w,,Cleveland Heights,OH,United States,5,27,1,10,Recommended,Big fan of this restaurant. Went here one of my first nights after moving to town. Everyone was friendly, service was quick, and atmosphere is really fun. Haven't had a chance to play ping pong yet," but I'm looking forward to going back. Highly recommend the chicken wings!""""",769,0,-81.55291,41.51915
2,0,6/4/16,https://s3-media0.fl.yelpcdn.com/photo/CR1OWHmSFIUX5E3ZHWHXdw/60s.jpg,https://yelp.com/user_details?userid=crNmVN-ZGPGG73BvJqc4eg,,Austin,TX,United States,3,41,2,286,Recommended,The personality was cool, but we all agreed the pizza wasn't. I think the eatable cheese and topping part of the pizza to the --burnt-- crust ratio was 60/40. More than that, taste was nothing spectacular. They had a decent variety of toppings, but didn't have ranch as a dipping sauce. As a pizza place,770,0,-97.74299,30.26759
94,0,3/11/17,https://s3-media0.fl.yelpcdn.com/photo/OOyDjJSa8yjpgiVnyf0UjA/60s.jpg,https://yelp.com/user_details?userid=M7o9YHvC9GRmbKx8SAphZA,,Atlanta,GA,United States,4,5,0,71,Recommended,Pizza was fabulous and so was the atmosphere. ¥Ë_¥Ë_It was a very relaxed," hipster type place to be in.""""",Venessa M.,0,771,0,-84.39111,33.74831
5,3,2/16/16,https://s3-media0.fl.yelpcdn.com/photo/6abgYtXLG9RkLQ5w7S6BQQ/60s.jpg,https://yelp.com/user_details?userid=CrApDFwseNCWldVnlCpHyA,,Dallas,TX,United States,5,11,3,23,Recommended,This pizza was every bit as fantastic as Guy said, which was enhanced by the ricotta add in. ¥Ë_¥Ë_The sauce was flavorful and the fennel sausage was by far the best that I've ever had. ¥Ë_¥Ë_ ¥Ë_¥Ë_Between 2 pizzas with 2 add ons, 3 glasses of wine, ¥Ë_¥Ë_one mixed cocktail,772,0,-96.79512,32.77822
5092,1,5/3/12,https://s3-media0.fl.yelpcdn.com/photo/2rfu0C3IztvYjAPEzfrSYw/60s.jpg,https://yelp.com/user_details?userid=QhCfs4lkeWdJx7_lZdfCSA,,Washington,DC,United States,4,796,1,636,Recommended,Last Friday night, after eating a lot at Masala Art, my gourmand friends and I went to Comet Ping Pong for the second party. Although we were told the wait would be more than one hour at the back entrance, when we went to the front side and asked the staff,773,0,-77.03196,38.89037
4590,0,9/26/14,https://s3-media0.fl.yelpcdn.com/photo/eGHTPmtqXUtNK_AUAqCKHQ/60s.jpg,https://yelp.com/user_details?userid=fHs-cV7C-Ps-3qqMfqT-Lg,,Brooklyn,NY,United States,4,92,0,728,Recommended,I did not have such a great experience last time I was at this place. ¥Ë_¥Ë_I had a better time this time round. ¥Ë_¥Ë_First there was no such business of sending me to go to the pale for a drink. ¥Ë_¥Ë_Got a table right away and was in the patio outside. ¥Ë_¥Ë_I asked for a recommendation of a light beer, and took the advice and it was really pleasant, I believe it is the Allagash White - a wheat beer. ¥Ë_¥Ë_I ordered The Philly (House Roasted Pork, garlic,774,0,-73.99036,40.69245
28,2,9/14/17,https://s3-media0.fl.yelpcdn.com/photo/_kSNwOubRygbLPFWRMvhqA/60s.jpg,https://yelp.com/user_details?userid=gK6lNTGjn0Zvrb9BCMyHhg,,Washington,DC,United States,4,0,1,53,Recommended,This is the best place in NW," DC if you like pizza. They have some ping pong tables very cool place. Service could be a little bit faster.""""",Ari T.,1,775,0,-77.03196,38.89037
318,1,8/21/14,https://s3-media0.fl.yelpcdn.com/photo/_duplaqn-BgEd-xjPD-A4w/60s.jpg,https://yelp.com/user_details?userid=cuC4xpS-Rjeg0MWAXUmvFw,,Columbus,OH,United States,4,178,0,240,Recommended,My husband and I went on a Sunday night, and we were seated right away inside. Admittedly, as many reviews mention, it was quite loud inside due to nearly ever table having multiple children. Not going to knock this place for being family friendly though! The small patio seemed less taken over by kiddos,776,0,-83.00275,39.96199
0,1,9/25/16,https://s3-media0.fl.yelpcdn.com/photo/J4POK2Iqqcit6sq6Zi11wQ/60s.jpg,https://yelp.com/user_details?userid=JZLv6zhY32xHjczkY4EooQ,,Washington,DC,United States,5,4,0,14,Recommended,Very laid back atmosphere with delicious food. ¥Ë_¥Ë_Friendly quick service and very reasonably priced. ¥Ë_¥Ë_I highly recommend the chicken wings seasoned with bay leaves and comes with what seems to be a homemade ranch sauce. ¥Ë_¥Ë_The food was so good I forgot to play ping pong in the back!,Derek J.,0,No,777,0,-77.03196,38.89037
8,1,12/3/17,https://s3-media0.fl.yelpcdn.com/photo/wynfSeTXsMeU3LRN49JiEA/60s.jpg,https://yelp.com/user_details?userid=PX-ypGjwe5PpFe2rex9kxg,,Arlington,VA,United States,3,12,0,77,Recommended,Pizza was a total meh experience! Dough thick, tasteless and dry. Sauce also can caliber. I just hate it when my favorite places in town start catering to tourists (the whole shooter/ Hillary debacle incident - yes I know it was very serious) vs. quaint neighborhood kick ur friends' asses playing ping pong. Alas, over attentive server - u should've just sat with us dude. Anyhoo," decent enuf to share a quick pizza and buzzy beverage. Happy sunny Sunday ya'll.""""",778,0,-77.08629,38.8905
0,0,3/22/19,https://s3-media0.fl.yelpcdn.com/assets/srv0/yelp_styleguide/514f6997a318/assets/img/default_avatars/user_60_square.png,https://yelp.com/user_details?userid=OAuzlF8xdg1qFxE2qgJnTw,,Washington,DC,United States,5,0,0,4,Recommended,I love this place- the food, decor and staff are all thoughtful and on point. The Cheesus Crust pizza is delish, I also love the the Jimmy- a meatball pizza. The lentil salad is exceeds expectations, well balanced and perfectly dressed. I'm grateful this spot exists in the neighborhood,779,0,-77.03196,38.89037
48,6,7/7/15,https://s3-media0.fl.yelpcdn.com/photo/Xh2cXdMSOu4DVnA9FnqYhQ/60s.jpg,https://yelp.com/user_details?userid=J3InCRgqg2qNSRLDU9xIzw,,Washington,DC,United States,4,139,3,420,Recommended,From where I live in DC, even Pizzeria Paradiso seems like a schlep, and don't get me started on 2 Amys. So why would I ever venture all the way up into the farthest reaches of the NW quadrant just for pizza? OK, the short answer is,780,0,-77.03196,38.89037
0,26,3/16/15,https://s3-media0.fl.yelpcdn.com/photo/ETQ-MCfwYp5WIJYY4f53fQ/60s.jpg,https://yelp.com/user_details?userid=mXmrcHuRV284BVUCl3vApQ,,Washington,DC,United States,1,66,74,1,Recommended,Josh was a very rude bar tender. He held hostage hospitable services from the customer - a policy that disgusts me and if indicative of the rest of Comet bar staff I cannot recommend this establishment.On a late Sunday night my friend and I strolled into Comet. It was my birthday and my friend was going to buy me drinks. My phone was dead, I asked the gruff bar tender (Josh) to plug my phone in somewhere. He'd already been fairly rude in taking our orders for drinks, he seemed to roll his eyes at charging my phone but took my phone and charger anyways.A few minutes later after my friend had paid for the first round, Josh the bartender plopped my phone and charger on the bar and said that he was not going to charge my phone because my friend had failed to tip him.I'm sympathetic to the job,781,0,-77.03196,38.89037
53,1,7/9/17,https://s3-media0.fl.yelpcdn.com/photo/6Yh11v7FyQO8Z1J4w9GfaQ/60s.jpg,https://yelp.com/user_details?userid=0IXwLUXK2K5fJe0Fh6Ke6A,,Chicago,IL,United States,3,144,2,54,Recommended,Pretty good pizza. I found it to be on the oily side, but it had good flavor because of my toppings (grilled onions, sun-dried tomatoes, roasted red peppers and pepperoni). The hot wings were not what I was expecting. They weren't hot and instead of having a buffalo type sauce,782,0,-87.63245,41.88425
4312,0,8/10/14,https://s3-media0.fl.yelpcdn.com/photo/jSVNWnUPyX7WWycYZgDOJQ/60s.jpg,https://yelp.com/user_details?userid=yF5d7_UzvWroVju3rrrVtg,,Stafford,VA,United States,4,58,0,1330,Recommended,They have a very interesting theme, as there are ping pong tables in the rear of the restaurant where you can play all you like. ¥Ë_¥Ë_The menu is amazing, as it has many different combinations of personal size brick oven pizzas. ¥Ë_¥Ë_The appetizer menu is also quite nice and the beer menu quite large.The brick over roasted beets was outstanding and the brick oven roasted cauliflower tasted great, but was rather small in portion size. ¥Ë_¥Ë_Their wings are out od this world,783,0,-77.40815,38.42366
6,2,5/7/16,https://s3-media0.fl.yelpcdn.com/photo/nu0MlZfmUsUsiQ0suXKcjg/60s.jpg,https://yelp.com/user_details?userid=YrnzQ4pMGPl2_EnsRC_B_g,,Charlottesville,VA,United States,5,1,0,16,Recommended,Love it here. Pizza is superior. I always have the Yalie and clams on a pizza is not to be missed.,Bill D.,1,No,784,0,-78.47756,38.03213
0,0,2/18/19,https://s3-media0.fl.yelpcdn.com/photo/xBerw5K2mUQDQAV5NsGxeQ/60s.jpg,https://yelp.com/user_details?userid=X0IxlyzfHt4NF9p50BfS4A,,Chevy Chase Village,MD,United States,4,0,0,51,Recommended,We came in this past Saturday afternoon after quickly running some errands. Parking was easy to find, especially considering upper NW DC is known to be a hassle. The place was packed as a lot of families mainly with children were dining in. Although it was sunny but a bit chilly, it would be nice to have had outdoor dinning, since the afternoon sun was blazing. As we waited for an assign table,785,0,-77.07715,38.97116
9,0,1/10/18,https://s3-media0.fl.yelpcdn.com/photo/F0W9NclT_u6KZVJ4V8i12A/60s.jpg,https://yelp.com/user_details?userid=ZG1dahs85TfQ2jbp-9EqSA,,Brentwood,CA,United States,5,5,0,51,Recommended,Epic environment. Perfect for families early in the night," and childless adults later in the evening. The beer list is awesome and the pizzas are on the money. Highly recommended.""""",Ryan W.,0,786,0,-121.69273,37.93406
8154,1,12/26/13,https://s3-media0.fl.yelpcdn.com/photo/4PggQaJtXEPJWrC8BbdEWQ/60s.jpg,https://yelp.com/user_details?userid=t4RLfHlTiaC8zy15fnXG3w,,Washington,DC,United States,5,4916,1,1306,Recommended,Come here for some tasty, piping-hot pizza unlike any other!In September 2013, I brought some of my friends from abroad here and we all immediately loved the pizza selection, temperature,787,0,-77.03196,38.89037
0,0,2/11/18,https://s3-media0.fl.yelpcdn.com/photo/O8Ul8BgfNf-8kAGK0WGDOQ/60s.jpg,https://yelp.com/user_details?userid=Yv3hWi39cQN8DwmiyVEK6w,,Afton,VA,United States,4,159,0,3,Recommended,Fantastic food compiled with a great atmosphere. Service was a little slow tonight however the restaurant was busy. Definitely would come back again,Max G.,0,No,788,0,-78.83915,38.03312
81,1,11/17/13,https://s3-media0.fl.yelpcdn.com/photo/g7FC8YmlRQMyw7g-sgGFpQ/60s.jpg,https://yelp.com/user_details?userid=ll9xYfxhRJ3gy3upckMrTQ,,Washington,DC,United States,4,539,1,924,Recommended,Picked up some to go from here the other day and was very satisfied.Individual sized pizzas run about $10-12, and you can pick your toppings. I didn't get too crazy, with one pepperoni/spinach and one garlic/jalapeno. They were both delicious. The best part is the crust, which has that perfect slightly burnt flavor,789,0,-77.03196,38.89037
106,1,12/16/13,https://s3-media0.fl.yelpcdn.com/photo/tpBZAHc7KaBwQyjfF-u4Gg/60s.jpg,https://yelp.com/user_details?userid=GMeYzbl_kvY0dGZeA4Lfvw,,Chicago,IL,United States,5,115,1,678,Recommended,Caught a blurb about this place somewhere, so I suggested it to my friend while visiting in DC. ¥Ë_¥Ë_It's a little bit out of the way, from a Metro that is, kind of in a residential neighborhood but it is well worth the trip. ¥Ë_¥Ë_This is among the best artisan thin crust pizza I've had anywhere.To start with I had the arugula salad. ¥Ë_¥Ë_Just the perfect amount of dressing on a generous sized plate. ¥Ë_¥Ë_I do with there was more fresh Parmesan on it though,790,0,-87.63245,41.88425
6402,1,6/16/13,https://s3-media0.fl.yelpcdn.com/photo/iafDir8L-T9wUiuRAu-4ng/60s.jpg,https://yelp.com/user_details?userid=NvUeb5G_mSSxgKhEE_Hueg,,San Diego,CA,United States,2,1527,3,1421,Recommended,Comet Ping Pong was introduced to me via a family dinner. ¥Ë_¥Ë_Comet Ping Pong appears to be great in concept but the execution needs a little bit of work. ¥Ë_¥Ë_The concept is a combo of 2 great things - Ping Pong and Pizza!This review is mainly focused on the pizza. ¥Ë_¥Ë_We ordered the following pizzas:1) The Smoky (Smoky Mushrooms, Smoky Mozzarella, Smoky Bacon, Melted Onions,791,0,-117.16171,32.71568
